Name,Steps,HeartRate,Calories,Distance,Duration,Age
Bill Griffin,,148.0,322.0,12.34,106.0,41.0
Joshua Brown,13876.0,175.0,115.0,11.24,116.0,
Jonathan Bowers,10277.0,104.0,755.0,0.96,15.0,24.0
Mr. Andrew Reed,7661.0,107.0,355.0,,41.0,51.0
Christopher Richmond,14397.0,83.0,613.0,7.17,83.0,
Kathy Roach,,174.0,842.0,12.55,17.0,
Mike Morales,,135.0,,,27.0,48.0
Mrs. Ariana Bean DVM,1878.0,,335.0,,,47.0
Sharon Baker,2492.0,60.0,606.0,9.28,36.0,
Kevin Hall,,123.0,586.0,9.14,99.0,23.0
Glen Francis,18645.0,,701.0,12.31,108.0,54.0
Mrs. Hannah Wagner DDS,,,274.0,8.89,26.0,58.0
Michele Aguilar,3022.0,,889.0,6.35,10.0,35.0
Ryan Campbell,,,429.0,10.52,,22.0
Rhonda Young,9196.0,128.0,479.0,2.75,13.0,64.0
Lucas Keller,,116.0,668.0,5.66,,32.0
Elijah Hunter,6023.0,67.0,824.0,1.71,105.0,19.0
Judith George,3633.0,62.0,499.0,,116.0,
Cesar Price,13469.0,,337.0,11.0,94.0,
Rebecca Taylor,9231.0,96.0,711.0,3.67,,36.0
Johnathan Phillips,,78.0,,4.39,51.0,
Ryan Boyd,14385.0,176.0,304.0,5.11,62.0,
Eugene Gonzales,10118.0,127.0,425.0,7.17,85.0,30.0
Dustin Russo,17935.0,,,7.31,,
Mark Best,17819.0,165.0,691.0,3.0,32.0,60.0
John Fitzpatrick,11884.0,106.0,255.0,10.71,28.0,32.0
Cindy Morgan,,117.0,319.0,6.38,,
Tonya Carroll,17115.0,168.0,,10.85,6.0,62.0
Theresa Colon,5543.0,107.0,445.0,14.93,,25.0
John Madden,9758.0,174.0,874.0,,116.0,64.0
Matthew Martinez,10828.0,97.0,749.0,8.0,21.0,
Kristopher Conner,,,261.0,12.26,74.0,38.0
Christopher Golden,2728.0,78.0,417.0,,102.0,
Jacob Mendez,13132.0,170.0,,,5.0,41.0
Victoria Murphy,19377.0,74.0,538.0,13.43,43.0,20.0
Tracy Kelley,6907.0,62.0,,14.57,116.0,
Haley Thompson,,151.0,,,61.0,
Amanda Duarte,18570.0,151.0,172.0,4.56,67.0,32.0
Mary Whitney,10309.0,80.0,113.0,,59.0,36.0
Amanda Wilson,15148.0,99.0,,3.98,66.0,41.0
Diana Butler,16715.0,179.0,858.0,8.53,74.0,
Phillip Liu III,2395.0,156.0,,,115.0,26.0
Gregory Bailey,,,225.0,4.58,55.0,
Alexandra Stevens,6156.0,87.0,501.0,13.89,76.0,49.0
Donna Ramirez DDS,9495.0,,,8.91,85.0,22.0
Julie Clark,3330.0,126.0,738.0,4.21,53.0,26.0
Jeffery Price,8704.0,87.0,493.0,1.73,30.0,43.0
Erik Campbell,4379.0,,794.0,5.0,91.0,24.0
Jonathan Johnson,1620.0,93.0,424.0,8.37,9.0,29.0
Jose Flores,19305.0,124.0,480.0,3.22,46.0,
Phillip Caldwell,9720.0,153.0,,14.06,41.0,31.0
Monica Bryant,,138.0,,7.26,,47.0
Lisa French,8419.0,,785.0,7.33,98.0,53.0
Benjamin Campbell,19012.0,70.0,,0.59,,
Jennifer Preston,3700.0,,371.0,7.09,41.0,60.0
Evelyn Wagner,16004.0,,,8.51,,62.0
Richard Yoder,8010.0,78.0,,,,37.0
Sheri Weber,10065.0,63.0,507.0,4.14,14.0,44.0
Peter Daniel,6351.0,169.0,144.0,3.24,110.0,44.0
Matthew Dawson,2699.0,,311.0,12.53,88.0,55.0
Brenda Pratt,4335.0,126.0,,2.74,75.0,45.0
David Maldonado,3535.0,,745.0,,112.0,41.0
Shawn Henry,2119.0,161.0,435.0,14.07,84.0,45.0
Carmen Finley,15525.0,88.0,813.0,,27.0,22.0
Thomas Elliott,8713.0,149.0,309.0,4.08,25.0,50.0
Alexandra Mcclain,1209.0,155.0,,8.74,31.0,
Jon Horn,8678.0,,225.0,8.0,,62.0
Julia Poole,19477.0,129.0,729.0,4.42,64.0,
Vickie Perez,11212.0,123.0,202.0,13.09,38.0,46.0
Scott Sanchez DDS,,75.0,487.0,14.85,66.0,59.0
Ryan Jackson,,,764.0,10.53,26.0,
Monique Martinez,11788.0,153.0,,14.21,117.0,20.0
Samantha Olson,14531.0,116.0,708.0,,107.0,
Chloe Moreno,16708.0,67.0,305.0,,112.0,59.0
Kimberly Wu,9690.0,76.0,408.0,2.15,39.0,26.0
Haley Johnson,11156.0,124.0,642.0,7.84,42.0,63.0
Rhonda Gregory,,83.0,242.0,3.42,40.0,51.0
Nancy Little,7908.0,93.0,,,10.0,19.0
Terry Simpson,9035.0,,687.0,4.99,41.0,56.0
Gabriel Collins,13595.0,175.0,667.0,12.33,5.0,
Corey Johnson,10823.0,116.0,571.0,4.68,,50.0
Jonathan Snow,,132.0,493.0,,71.0,51.0
Mary Henson,9791.0,132.0,487.0,14.73,,49.0
Amanda Torres,8101.0,151.0,704.0,10.0,40.0,55.0
Steven Nelson,5541.0,118.0,,8.08,110.0,57.0
Diana Clark,,96.0,620.0,,47.0,32.0
Chelsea Lee,,,795.0,8.95,106.0,
Kimberly Pierce,4828.0,121.0,176.0,6.91,61.0,44.0
Katherine Harris,9489.0,162.0,738.0,10.85,38.0,35.0
Michael Thomas,19984.0,82.0,743.0,10.33,18.0,63.0
Kevin Russo,10103.0,116.0,835.0,4.1,8.0,63.0
Karen Brown,8580.0,92.0,671.0,12.67,,42.0
Tiffany Taylor,4772.0,172.0,826.0,7.45,92.0,36.0
Lydia Huerta,3738.0,131.0,364.0,4.46,62.0,
Robert Silva,19662.0,,851.0,12.3,46.0,36.0
Lawrence Gomez,17751.0,168.0,375.0,5.44,81.0,
John Johnson,16747.0,136.0,718.0,,69.0,51.0
Lauren Scott,15990.0,75.0,,,50.0,45.0
Jason Valenzuela,15015.0,80.0,172.0,9.31,33.0,
Carrie Campbell,6618.0,124.0,119.0,5.5,27.0,42.0
Jesse Rose,,116.0,189.0,11.54,,54.0
Miranda Black,11905.0,150.0,394.0,2.56,118.0,29.0
Valerie Jarvis,2746.0,175.0,300.0,,84.0,39.0
Chase Woods,,129.0,293.0,4.2,,41.0
Michele Green,15296.0,,212.0,12.71,65.0,52.0
Christopher Logan,4747.0,60.0,,6.78,49.0,24.0
Amy Brown,17643.0,94.0,,0.97,,
Lauren Jacobs,2445.0,160.0,516.0,11.45,77.0,
Carlos Vance,6238.0,169.0,103.0,10.15,,
Daniel Smith,,142.0,376.0,3.86,,31.0
John Colon,17634.0,107.0,658.0,3.43,54.0,57.0
Alexander Fischer,9597.0,80.0,481.0,14.43,119.0,32.0
Diane Bailey,5854.0,107.0,194.0,10.48,39.0,20.0
Mark Flores,4019.0,139.0,343.0,2.2,99.0,31.0
Ann Lucas,,,,9.01,92.0,23.0
Richard Peterson,19244.0,137.0,785.0,1.74,20.0,58.0
Michael Peck,15969.0,153.0,185.0,8.46,11.0,43.0
Mrs. Christina Sullivan DDS,,87.0,280.0,9.59,113.0,30.0
Jason Chaney,3907.0,,168.0,2.65,106.0,48.0
Andrew Knapp,10068.0,139.0,357.0,0.89,48.0,35.0
Derrick White,6862.0,73.0,311.0,,38.0,20.0
Christopher Smith,4770.0,,714.0,3.77,35.0,34.0
Margaret Turner,11933.0,,643.0,9.32,112.0,29.0
Tracy Carroll,5224.0,173.0,568.0,8.06,23.0,32.0
Emily Brooks,17033.0,114.0,750.0,,96.0,58.0
Ronald Stewart,,,590.0,6.72,19.0,47.0
Ann Gray,4315.0,170.0,,12.37,22.0,32.0
Cynthia Shelton,15220.0,93.0,,3.46,,57.0
Larry Chen MD,6798.0,82.0,563.0,6.33,7.0,
Carlos Young,9808.0,153.0,,11.73,34.0,
Sheila Herman,7045.0,140.0,221.0,3.43,14.0,30.0
Robert Mckinney,,83.0,,9.24,,
Kimberly Morris,11806.0,,475.0,7.88,72.0,35.0
Katrina Williamson,,77.0,703.0,,,59.0
Lauren Patton,11402.0,127.0,886.0,10.35,115.0,
Philip Smith,5495.0,,,12.51,32.0,59.0
Jennifer Landry,19008.0,76.0,667.0,,73.0,34.0
Rodney Flores,,109.0,706.0,4.92,46.0,35.0
Kristy Morgan,8208.0,173.0,605.0,,47.0,
Kurt Grimes,13856.0,,631.0,,38.0,56.0
Jennifer Zavala,11257.0,77.0,347.0,,117.0,55.0
Jonathan Stewart,6372.0,160.0,,1.94,97.0,54.0
Justin Roman,19046.0,,437.0,,35.0,63.0
Kendra Tran,,70.0,,5.38,30.0,50.0
Suzanne James,13934.0,176.0,465.0,,94.0,
Richard Bell,7985.0,,153.0,2.57,,64.0
Dave Cantu,19357.0,153.0,,,21.0,50.0
Jessica Robinson,5682.0,173.0,629.0,,24.0,
Kimberly Lewis,14584.0,154.0,528.0,4.83,,30.0
Tammy Frazier,14157.0,137.0,572.0,12.92,73.0,
Daniel Powell,3063.0,146.0,673.0,7.2,66.0,28.0
Donna Lopez MD,6734.0,111.0,897.0,7.52,93.0,55.0
Audrey Montgomery,11339.0,122.0,499.0,11.07,119.0,54.0
Bridget Richardson,8022.0,92.0,236.0,,38.0,
Robert Schneider,3684.0,103.0,827.0,3.06,94.0,19.0
Brenda Juarez,2517.0,,636.0,1.19,,22.0
Stephanie Clements,17957.0,,226.0,2.21,97.0,18.0
Joseph Ellison,7546.0,,842.0,14.86,51.0,58.0
Victoria Williams,,128.0,650.0,7.66,49.0,60.0
Anthony Ibarra,,122.0,234.0,,37.0,34.0
Miss Sheila Salazar,,60.0,268.0,,94.0,21.0
Angel Price,19013.0,,150.0,10.19,98.0,
Jessica Turner,19397.0,100.0,255.0,5.36,,64.0
Tony Mills,9378.0,,879.0,11.69,39.0,25.0
Joseph Castillo,19257.0,61.0,,6.21,,43.0
Mindy Rice,,106.0,483.0,2.53,,49.0
Tracy Taylor,12776.0,136.0,741.0,2.02,55.0,
Nathan Moreno,19396.0,100.0,,0.79,103.0,44.0
Monica Ross,6020.0,169.0,826.0,14.82,108.0,18.0
Sophia Wilkinson,5528.0,142.0,442.0,10.04,56.0,54.0
Julie Lee,4091.0,177.0,389.0,9.67,60.0,45.0
Katherine Scott,4134.0,110.0,269.0,12.73,,51.0
Michael Clay,14937.0,173.0,771.0,2.58,42.0,
Michelle Chavez,,,,13.48,,36.0
Savannah Navarro,,102.0,411.0,13.77,,55.0
Eric Clark,,80.0,590.0,,20.0,24.0
David Smith,6008.0,154.0,818.0,4.69,72.0,43.0
Cory Gregory,14311.0,147.0,101.0,1.51,73.0,37.0
Virginia Humphrey,5332.0,,210.0,9.86,56.0,49.0
Alison Robinson,,145.0,154.0,3.6,,56.0
Brandon Thompson,8038.0,167.0,612.0,9.37,18.0,54.0
Mark Hansen,18268.0,88.0,690.0,3.25,,20.0
Michelle Evans,19103.0,72.0,517.0,0.89,,22.0
Kimberly Anderson,13367.0,137.0,,,,18.0
Michael Castillo,,132.0,513.0,10.68,68.0,64.0
Heather Chapman,7680.0,137.0,,7.86,27.0,60.0
Sean Hunter,17119.0,169.0,815.0,,69.0,
Trevor Riley,15797.0,155.0,175.0,9.84,,28.0
William Richardson,2325.0,163.0,162.0,,93.0,
Kimberly Dudley,,97.0,598.0,3.17,85.0,52.0
Olivia Phillips,5545.0,119.0,645.0,4.72,68.0,63.0
Andrea House,,157.0,625.0,1.64,,23.0
Tonya Smith,12970.0,139.0,597.0,,28.0,29.0
Timothy Martin,6690.0,176.0,435.0,5.04,73.0,19.0
Lorraine Church,15966.0,113.0,354.0,14.95,47.0,
Jonathan Garcia,6311.0,142.0,,1.75,114.0,61.0
Pamela Robles,7271.0,88.0,,2.98,72.0,
Victoria Brown,2424.0,98.0,,,76.0,21.0
Phillip Williams,,162.0,402.0,12.64,96.0,
James Pennington,,135.0,425.0,4.11,66.0,58.0
Kristina Baker,16820.0,104.0,719.0,,46.0,57.0
Timothy Hall,16299.0,73.0,895.0,,101.0,43.0
Lauren Garcia,,158.0,258.0,12.34,6.0,
Kevin Little,14719.0,69.0,,8.91,6.0,34.0
Joe Torres,17889.0,,,10.4,30.0,46.0
Marc Howard,3833.0,,466.0,7.52,73.0,28.0
Amy Adams,19933.0,167.0,222.0,,111.0,
Sara Thompson,,163.0,436.0,,11.0,
Kristina Haynes,9008.0,71.0,553.0,,65.0,
Jimmy Nichols,13973.0,68.0,661.0,,117.0,22.0
Susan Clark,13083.0,61.0,572.0,2.56,,46.0
Sylvia Cunningham,14824.0,70.0,627.0,10.97,102.0,43.0
Jose Carter,8015.0,,509.0,,118.0,48.0
David Smith,5856.0,156.0,682.0,11.53,,51.0
Bradley Berry,1982.0,92.0,455.0,8.78,105.0,20.0
Judy Giles,6709.0,,837.0,12.01,114.0,34.0
Christopher Ryan,16606.0,130.0,628.0,3.1,28.0,
Thomas Johnson,3416.0,135.0,,13.0,81.0,19.0
Robert Taylor,2011.0,78.0,614.0,2.36,,59.0
John Conley,3745.0,101.0,585.0,9.95,73.0,60.0
Molly Obrien,18285.0,127.0,509.0,,23.0,55.0
Nicole Olson,11386.0,98.0,,7.18,10.0,
Sarah Mcneil,4104.0,,,14.51,92.0,29.0
Diane Johnson,19803.0,115.0,323.0,14.65,106.0,25.0
Austin Ellis,13847.0,,749.0,14.2,95.0,56.0
Cody Sutton,19223.0,157.0,284.0,,73.0,64.0
Melanie Sutton,2812.0,168.0,893.0,,65.0,44.0
Benjamin Torres,14097.0,160.0,697.0,2.36,61.0,28.0
Benjamin Rowe,1913.0,,,6.97,23.0,59.0
Mrs. Heather Fernandez,10866.0,134.0,757.0,4.94,34.0,
Allison Johnson,8877.0,62.0,588.0,0.54,98.0,
Mark Gonzales,10927.0,,634.0,,22.0,62.0
Wanda Warren,18612.0,61.0,833.0,12.07,70.0,31.0
Carrie Roach,6691.0,121.0,472.0,12.73,102.0,56.0
Angela Smith,17497.0,176.0,585.0,13.15,,
James Lee,,138.0,421.0,13.46,8.0,
Steven Perkins,3707.0,107.0,824.0,7.36,,
Ashley Wise,1274.0,175.0,,3.76,85.0,37.0
Danielle Washington,,73.0,753.0,1.38,65.0,62.0
Patricia Gilbert,15054.0,,678.0,4.43,8.0,45.0
Donna Scott,,143.0,,4.3,91.0,51.0
Jamie Weiss,4656.0,174.0,751.0,12.48,86.0,35.0
Shannon Hall,11682.0,148.0,268.0,1.71,12.0,47.0
Roberta Black,13819.0,,894.0,8.87,114.0,46.0
Victor Evans,9323.0,149.0,595.0,,53.0,
Jennifer Thomas,14387.0,159.0,847.0,,54.0,
Steven Skinner,2712.0,141.0,429.0,11.28,55.0,
Justin Austin,7433.0,69.0,,12.61,11.0,36.0
Ashley Grant,14109.0,149.0,141.0,12.67,56.0,29.0
John Smith,14288.0,136.0,701.0,10.32,11.0,
Jeremy Moore,7559.0,142.0,,5.21,43.0,19.0
Wendy Wilson,15615.0,105.0,,9.86,27.0,62.0
Katherine Rivera,8669.0,,239.0,13.67,66.0,33.0
Katherine Kim,5391.0,117.0,718.0,,,
Brittany Larson,6400.0,,430.0,5.03,58.0,
Veronica Nichols,,152.0,,14.57,,62.0
Wendy Allen,18388.0,75.0,654.0,9.68,82.0,51.0
Larry Wiggins,17321.0,,471.0,,101.0,
Patrick Short,9217.0,126.0,806.0,10.89,106.0,
Olivia Ray,16536.0,93.0,,3.87,48.0,
Brianna Hughes,10531.0,68.0,175.0,5.62,108.0,47.0
Jeremiah Jackson,9728.0,90.0,,13.36,63.0,31.0
Sharon Clark,,119.0,355.0,8.39,38.0,
Jessica Reyes,,98.0,741.0,9.59,28.0,42.0
Michael Williamson,10037.0,143.0,727.0,11.28,66.0,38.0
Michael Flores,17772.0,159.0,,1.86,,41.0
Francisco Watson,15009.0,105.0,305.0,3.76,32.0,38.0
Michael Barker,17899.0,89.0,189.0,3.47,,18.0
Jamie Lee,14939.0,101.0,,11.92,12.0,32.0
Lisa Brooks,,171.0,825.0,3.97,,
Rachel Gonzalez,3346.0,78.0,492.0,8.62,102.0,56.0
Kayla Anderson,,84.0,868.0,,,25.0
Heather Vega,10894.0,128.0,892.0,7.95,38.0,18.0
Richard Jones,6347.0,,,,104.0,
Marcus Lewis,7816.0,,633.0,1.99,28.0,60.0
Cynthia Edwards,15195.0,67.0,,12.71,57.0,39.0
Jose Owen,3501.0,98.0,757.0,0.53,104.0,21.0
William Shaw,1206.0,136.0,778.0,6.11,5.0,
Stephanie Mckay,19320.0,112.0,791.0,13.32,14.0,26.0
Adam Washington,10038.0,,268.0,9.05,11.0,41.0
Melissa Weaver,13294.0,140.0,812.0,,105.0,63.0
Brian Horne,7111.0,87.0,582.0,13.45,63.0,
Megan Leonard,13542.0,,102.0,2.81,100.0,
Lawrence Hill,9264.0,98.0,577.0,4.18,61.0,57.0
Steven Anderson DDS,13254.0,160.0,164.0,5.71,,46.0
Nicholas Dixon,1342.0,,665.0,11.84,,34.0
Brandi Hill,,162.0,730.0,2.07,59.0,37.0
Eric Rivera,,65.0,192.0,11.43,,50.0
Joseph Hughes,15702.0,111.0,,4.39,18.0,27.0
Tony Cohen,4425.0,146.0,,,65.0,59.0
Alyssa Lopez,9338.0,97.0,293.0,,,43.0
Natalie Wood,1718.0,158.0,123.0,3.13,33.0,
Lisa Curtis,,171.0,,,,28.0
Leah Reed,5040.0,,,14.84,14.0,33.0
Adrian Anderson,19388.0,111.0,696.0,8.58,108.0,23.0
Nicholas Moore,,67.0,,2.87,,20.0
Andrea Johnson,,80.0,668.0,,104.0,37.0
Samantha Wise,15949.0,99.0,613.0,,51.0,62.0
John Waters,5679.0,118.0,623.0,9.23,104.0,21.0
Dominique Suarez,19474.0,72.0,285.0,14.28,32.0,
Helen Brown,15180.0,,203.0,11.09,,57.0
Maria Allen,18164.0,85.0,449.0,4.94,7.0,18.0
George Sims,1559.0,171.0,228.0,,66.0,30.0
Cindy Miller,8923.0,,733.0,,24.0,
Kathy Lee,9281.0,,407.0,7.15,110.0,44.0
Michelle Lee,3669.0,124.0,354.0,12.87,32.0,
Richard Baird,2035.0,99.0,193.0,9.53,25.0,
Keith Stevens,3970.0,,624.0,6.32,23.0,19.0
Michael Potter,9112.0,140.0,854.0,3.91,47.0,18.0
Adam Young,7144.0,140.0,,2.36,54.0,61.0
Michele Nelson,19653.0,154.0,415.0,2.07,62.0,44.0
Paul Short,3254.0,65.0,242.0,10.64,,50.0
James Taylor,11935.0,107.0,864.0,2.67,71.0,62.0
Kimberly Saunders,17814.0,,541.0,4.32,,60.0
Julia Wallace,10303.0,67.0,,,100.0,23.0
Amy Wong,,101.0,328.0,1.81,,32.0
Nancy Miller,3617.0,,452.0,7.94,72.0,56.0
Joe Bird,12782.0,137.0,,7.56,10.0,39.0
Timothy Richardson,11127.0,125.0,126.0,9.23,,19.0
John Adams,15506.0,171.0,,0.8,84.0,43.0
Michelle Williams,1028.0,,629.0,8.57,75.0,57.0
Lisa Garza,11123.0,71.0,447.0,2.92,32.0,
Adam Wagner,7658.0,70.0,,4.42,43.0,
Randy Rogers,10516.0,163.0,753.0,4.01,,26.0
Eric Nash,17772.0,,231.0,,,32.0
Brian Carrillo,9401.0,166.0,389.0,11.55,112.0,
Paul Conway,3233.0,169.0,,,,62.0
Mr. Marvin Martin,,119.0,880.0,5.85,12.0,29.0
Morgan Mcguire,8144.0,,778.0,7.14,86.0,
Christina Wheeler,5466.0,72.0,442.0,10.11,66.0,38.0
Gregory Martin,11811.0,140.0,484.0,4.25,102.0,51.0
Ashley Rodriguez,17076.0,76.0,414.0,9.56,52.0,42.0
Jacob Patel,9276.0,,120.0,,,60.0
Melissa Perez,5642.0,170.0,897.0,11.03,43.0,34.0
Russell Koch,4481.0,84.0,687.0,,60.0,60.0
Sandra Huang,18519.0,69.0,591.0,9.12,15.0,30.0
Elizabeth Ramos,,150.0,336.0,7.31,106.0,47.0
Christopher Small,15311.0,126.0,599.0,1.58,,32.0
Ashley Lewis,,151.0,,,83.0,51.0
Samuel Fisher,1592.0,,470.0,6.78,47.0,
Heather Hale,9481.0,,121.0,6.91,115.0,34.0
Kerry Sloan,15454.0,151.0,320.0,2.98,64.0,31.0
Jacob Becker,6850.0,74.0,116.0,,,
William Smith,,108.0,758.0,13.01,,56.0
Jessica Black,16498.0,94.0,354.0,12.7,107.0,
Stephen Blair,3329.0,127.0,765.0,1.94,36.0,51.0
Shelly Burns,,132.0,867.0,9.85,74.0,42.0
Jennifer Thomas,16427.0,119.0,,5.22,88.0,24.0
Kevin Davis,,93.0,701.0,9.24,119.0,49.0
Mary Meyers,,100.0,732.0,14.34,55.0,36.0
Jill Stout,18243.0,82.0,723.0,,83.0,48.0
Bridget Newton,,162.0,146.0,11.69,67.0,61.0
Kyle Bailey,8440.0,,334.0,,,19.0
Peggy Garcia,10719.0,,729.0,1.31,106.0,40.0
Alicia Hunt,,104.0,539.0,14.87,31.0,58.0
Eric Morris,9944.0,73.0,736.0,12.21,32.0,19.0
Juan Castro,5102.0,141.0,483.0,8.92,,52.0
Ricardo Wolfe,8245.0,,,14.99,,
Kimberly Kim,1471.0,79.0,753.0,9.12,27.0,25.0
Amy Cochran,,128.0,810.0,10.6,,45.0
Rodney Clark,2176.0,,,0.65,88.0,
Anthony Vega,4528.0,80.0,,6.65,118.0,36.0
Derrick Adams,14609.0,168.0,401.0,11.45,14.0,27.0
Jonathan Barnes,14215.0,172.0,517.0,,119.0,63.0
Ryan Chen,8790.0,88.0,159.0,14.86,27.0,35.0
Marilyn Rogers,1405.0,157.0,804.0,,24.0,27.0
Samuel Holland,12330.0,124.0,332.0,13.49,102.0,46.0
William Bradley,3025.0,,376.0,2.05,85.0,51.0
Timothy Anderson,12465.0,,406.0,4.32,37.0,
Stephanie Henry,5574.0,104.0,614.0,6.5,22.0,36.0
Christopher Anderson,14657.0,140.0,275.0,11.06,116.0,61.0
Matthew Michael,18171.0,107.0,621.0,6.35,,59.0
Michael Walker,,131.0,104.0,11.6,13.0,64.0
Colleen Sampson,,,194.0,7.81,,63.0
William Mcbride,,104.0,,11.42,38.0,
Sheila Johnson,11513.0,,671.0,11.88,69.0,40.0
Gabriel Boyd,11362.0,106.0,731.0,2.77,27.0,59.0
Julian Giles,1855.0,73.0,143.0,,112.0,25.0
Jonathan Rowland,3253.0,125.0,516.0,14.24,54.0,60.0
Virginia Ruiz,13128.0,106.0,468.0,9.82,56.0,24.0
Mr. Matthew Larson,1783.0,122.0,290.0,9.68,18.0,
Kathy Macdonald,1038.0,63.0,742.0,7.07,,48.0
Kristy Gates,11933.0,158.0,406.0,8.37,8.0,23.0
Blake Sutton,4075.0,,388.0,10.49,66.0,
Matthew Edwards,14997.0,,750.0,14.85,81.0,
Daniel Little,15217.0,131.0,635.0,,33.0,
Christopher Morris,11987.0,109.0,571.0,10.52,33.0,
Kevin Graves,,151.0,,,40.0,
Alison Butler,11554.0,173.0,,,31.0,35.0
Frank Wilson,4431.0,63.0,,6.27,,
Michelle Maxwell,12129.0,124.0,676.0,2.09,24.0,57.0
David Perkins,5037.0,99.0,,13.37,65.0,
Morgan Collins,,,716.0,3.08,68.0,
Patricia Jordan,18587.0,104.0,168.0,14.75,33.0,62.0
Gregory Cooper,,169.0,266.0,2.99,29.0,27.0
Matthew Thomas,3499.0,,874.0,8.31,,
Sarah Orozco,3038.0,120.0,486.0,7.33,25.0,53.0
Adam Bush,9143.0,105.0,458.0,2.68,50.0,29.0
Lisa Benson,12415.0,,284.0,1.2,5.0,58.0
Jessica Garza,,149.0,185.0,11.3,,48.0
Brian Harris,,103.0,378.0,2.67,,37.0
Corey Wilson,2797.0,105.0,847.0,,92.0,63.0
Scott Washington,16956.0,70.0,138.0,11.55,41.0,30.0
Jennifer Fisher,15581.0,156.0,,,15.0,
Richard Cordova,12841.0,173.0,630.0,8.18,97.0,64.0
Timothy Obrien,18895.0,161.0,711.0,10.73,30.0,
Michael King,17442.0,108.0,,14.36,77.0,40.0
George Anderson,15662.0,85.0,179.0,3.64,,56.0
Cheryl Bryant,19581.0,156.0,142.0,13.46,16.0,63.0
Tiffany Olsen,6250.0,83.0,851.0,3.27,,
Alec West,,94.0,368.0,,11.0,22.0
Laura Moore,13660.0,,610.0,8.69,91.0,33.0
Michael Washington,6886.0,139.0,756.0,14.74,108.0,
John Warner,,135.0,120.0,11.62,,
Cynthia Long,13023.0,117.0,566.0,,63.0,
Christopher Frazier,13089.0,,232.0,,,34.0
Kenneth Rojas,,154.0,,3.92,6.0,39.0
Amber Clark,4644.0,171.0,,14.21,105.0,20.0
Kelli Howard,,108.0,238.0,11.21,24.0,57.0
Wayne Clark,,60.0,327.0,11.67,22.0,
Amanda Burton,11793.0,,859.0,11.89,60.0,29.0
Amanda Cook,6889.0,172.0,240.0,13.26,34.0,28.0
Elijah Sims,17326.0,79.0,438.0,9.11,111.0,57.0
Nicole Sparks,17567.0,96.0,851.0,3.38,37.0,30.0
Alexander Johnson,9857.0,145.0,171.0,,10.0,50.0
Linda Nolan,,,172.0,,,59.0
Michael Brown,4131.0,103.0,258.0,10.31,,54.0
Allison Smith,,,783.0,13.19,42.0,
Brittany Gibson,19131.0,60.0,302.0,5.17,81.0,
Brittany Winters,5462.0,67.0,561.0,2.18,,
Phillip Nelson,5708.0,65.0,568.0,7.44,72.0,56.0
Lori Gonzalez,8333.0,80.0,108.0,8.61,65.0,56.0
Cynthia Tyler,8835.0,95.0,868.0,11.38,30.0,53.0
Mary Burgess,,,644.0,1.74,25.0,
Sean Jimenez,17664.0,101.0,131.0,8.1,31.0,44.0
Adam Smith,14832.0,75.0,,2.43,105.0,18.0
Stephen Blevins,5007.0,145.0,,2.73,35.0,58.0
Tonya Daniel,,,,,17.0,33.0
Patrick Vance,16854.0,94.0,651.0,14.93,114.0,44.0
Keith Hensley,13764.0,,291.0,10.91,35.0,58.0
Teresa Cole,,136.0,820.0,4.11,32.0,
Alex Cooper,1595.0,123.0,659.0,9.5,21.0,19.0
Heather Juarez,,,475.0,0.96,113.0,61.0
Randy Walker,19294.0,172.0,385.0,,25.0,36.0
Stephanie Lane,16520.0,162.0,422.0,1.46,106.0,58.0
Nicole Ramirez,2854.0,107.0,,3.72,91.0,
Todd Campos,15583.0,101.0,863.0,2.98,22.0,20.0
Ashley Miller,17991.0,106.0,253.0,,32.0,
Kristine Davis,2768.0,171.0,512.0,11.08,52.0,44.0
Margaret Hopkins,15594.0,108.0,877.0,11.31,39.0,
Jason Knox,,110.0,217.0,3.04,88.0,30.0
Morgan Ayers,16933.0,169.0,177.0,,,22.0
Morgan Robbins,17488.0,114.0,718.0,3.82,41.0,58.0
Charles Jackson,11246.0,77.0,,13.22,106.0,41.0
Jennifer Jones,12682.0,141.0,720.0,10.96,15.0,49.0
Tanya Medina,11165.0,,811.0,9.91,74.0,44.0
John Montgomery,7528.0,112.0,509.0,,,50.0
Stephen Barnett,5658.0,165.0,215.0,13.31,33.0,27.0
Joseph Williams,5412.0,125.0,737.0,7.07,73.0,
Travis Morales,13699.0,138.0,686.0,5.76,24.0,27.0
Brian Fischer,19628.0,170.0,196.0,,118.0,48.0
Jessica Perry,4832.0,130.0,859.0,4.09,111.0,39.0
Nicholas Romero,11425.0,152.0,539.0,,86.0,58.0
Jacob Smith,3710.0,,,11.88,112.0,18.0
Jennifer Smith,,65.0,193.0,7.31,,56.0
Raymond Martin,17005.0,,356.0,,101.0,25.0
Tiffany Morrison,8189.0,,251.0,7.99,95.0,
Erik Griffin,,66.0,180.0,14.85,,25.0
Meagan Short,18574.0,119.0,279.0,,102.0,
Laura Blankenship,5304.0,116.0,201.0,0.98,89.0,53.0
Nicholas Rodriguez,,156.0,615.0,13.23,30.0,41.0
Peter Hendricks,,160.0,897.0,6.06,110.0,
Anthony Rodriguez,2545.0,,277.0,13.89,65.0,34.0
Charles Howell,,98.0,,4.74,,49.0
