Name,Steps,HeartRate,CaloriesBurned,HoursOfSleep,DistanceWalked,ActivityType
Caroline Garcia,17578,49.7,1924.6,9.1,13.67,Running
Austin Lopez,19902,74.4,1791.4,5.4,8.51,Resting
Karen Martin,6269,74.5,1976.5,9.0,9.7,Walking
Matthew Lopez,19528,87.3,2500.6,6.8,9.68,Running
Keith Reed,2448,71.4,2353.4,7.3,1.56,Resting
Trevor Powell,16840,78.4,1767.5,6.9,7.03,Cycling
Nicole Mason,14038,78.9,2339.7,9.5,5.43,Cycling
Kathryn Robinson,16667,82.1,2184.3,7.7,2.04,Cycling
Thomas Castillo,11120,59.0,2038.2,7.7,2.29,Resting
Julie Hernandez,5646,76.0,2165.7,4.2,3.46,Resting
Gregory Bell,8429,75.4,2236.8,5.4,3.72,Cycling
Brian Kelly,6297,73.7,2403.9,4.6,1.73,Walking
Ashley Diaz,1217,78.6,1833.7,4.6,2.82,Resting
Elizabeth Hughes,1649,73.7,2138.2,7.2,14.36,Resting
Sean Martin,9618,85.7,2077.2,6.2,4.01,Cycling
Kimberly Cox,4674,64.8,1936.4,6.3,13.26,Resting
James Sanchez,5674,78.2,2080.5,5.8,2.06,Walking
Vickie Williams,11047,74.9,1878.5,5.4,13.53,Walking
Michael Johnson,6454,74.2,2882.4,7.4,4.61,Walking
Patricia Rogers,17832,72.2,1708.3,6.9,2.6,Cycling
Troy Paul,11360,70.5,2058.1,9.6,3.85,Cycling
Jimmy Smith,10367,69.5,2167.1,5.9,1.9,Cycling
Fernando White,8717,71.4,3223.9,4.8,14.1,Running
Courtney Bryant,13855,81.0,2420.2,7.4,10.51,Walking
Andrea Hanson,16593,93.0,1834.9,8.0,13.08,Running
Matthew Ryan,13797,65.3,2596.9,7.1,12.4,Cycling
Robin Chan,2208,68.5,2055.8,5.8,6.27,Resting
Sandra Sanchez,1847,68.1,1948.8,6.9,5.99,Resting
Kelly Thomas,10636,89.8,1918.7,6.0,1.86,Running
Jeremy Palmer,9047,84.1,2209.6,7.8,6.79,Walking
Tonya Miller,4092,70.4,2100.3,6.4,5.85,Running
Leslie Dodson,10880,67.7,2561.4,4.6,3.65,Running
John Rodriguez,18658,86.7,2111.3,6.9,9.44,Running
Allison Stevens,4904,69.1,1683.5,7.9,6.81,Cycling
Mr. Justin Gardner,1396,102.5,1867.9,9.1,9.23,Resting
Clayton Schmidt,17033,85.7,2476.0,8.1,13.05,Cycling
Jeffery Johnston,12074,84.5,2409.1,8.3,14.46,Walking
Vincent Dougherty,7701,59.8,2139.1,4.5,4.13,Resting
Christian Murphy,2752,77.3,2641.4,5.1,2.74,Running
Katie Owens,9430,60.8,2615.9,8.1,8.74,Running
Tammy Walker,19142,74.0,2603.9,6.1,4.12,Resting
Jared Gilmore,6265,65.6,2437.7,4.7,6.72,Running
Krista Delacruz,10848,53.7,1513.4,5.0,4.68,Resting
Jennifer Hernandez,6591,71.9,2074.6,5.1,6.04,Running
Lauren Sanchez,18403,105.3,2162.0,9.9,13.5,Running
Caleb Jones,6257,67.2,2817.9,7.1,1.65,Running
Scott Mendoza,10244,88.1,2133.5,9.0,13.94,Cycling
Sean Smith,18065,67.1,1816.2,6.1,9.28,Walking
Donna Phillips,14511,69.3,2112.0,7.2,2.32,Resting
Jane Sanchez,4664,93.7,2392.4,5.5,4.31,Cycling
Tony Brooks,5601,67.6,2000.8,9.9,8.46,Walking
David Stout,8780,78.7,2872.2,4.6,4.34,Walking
Dr. Joseph Perry,1644,68.6,1837.7,9.2,10.73,Walking
Jonathan Martinez MD,13715,78.9,2488.1,9.4,5.36,Running
Kendra Osborne,18518,65.9,2413.1,5.2,8.44,Walking
Danielle Miller DDS,6815,72.0,2179.5,4.6,3.68,Walking
Laurie Deleon MD,14286,53.8,1775.8,8.9,1.75,Cycling
Joseph Brock,11979,68.7,2144.0,6.4,9.54,Resting
Lisa Gates,13121,74.2,1492.2,4.0,1.75,Running
Christopher Miller,13131,78.8,2617.1,9.9,12.87,Cycling
Christopher Johns MD,7703,64.2,1844.0,5.6,6.48,Cycling
Andrew Rosales,14367,94.4,3268.3,9.5,6.67,Resting
Larry Flores,19817,97.6,2667.7,8.0,9.24,Walking
James Smith,16806,81.4,2681.3,6.0,3.33,Cycling
Daniel Davis,8707,73.4,1439.1,8.4,12.37,Cycling
Kristopher Nelson,15238,82.1,2027.7,5.7,2.7,Running
Adam Acosta,12592,72.8,2387.0,4.8,10.59,Walking
Erin Reyes,11982,75.0,1709.7,4.0,7.31,Cycling
Dale Bowen DDS,8512,82.4,2227.7,7.6,4.57,Resting
Caleb Hood,9407,94.3,1879.7,7.4,5.1,Walking
Sandra Oliver,17799,86.6,2622.7,5.2,12.82,Cycling
Gregory Stewart,9665,75.6,2722.2,8.5,2.96,Running
Jodi Munoz,13431,72.5,2830.6,5.3,10.55,Running
Katherine Conley,3612,64.4,2877.3,8.1,8.87,Walking
Dawn Morris,14737,73.2,2873.6,7.2,1.26,Running
Frank Strong,6344,64.4,2625.2,8.7,11.55,Resting
Whitney Colon,2024,68.3,2542.6,7.7,6.46,Resting
Angela Holder,8794,75.7,2042.5,6.4,11.85,Resting
Austin Nelson,3537,55.8,2640.2,5.1,4.75,Resting
Angela Rodriguez,16409,72.8,2342.1,8.8,9.01,Walking
William Holt,13092,84.1,2136.6,9.9,12.96,Walking
Melanie Reyes,7710,74.9,1868.4,7.2,7.22,Cycling
Christine Reyes,9731,72.4,2380.6,7.2,13.6,Running
Billy Dean,4000,67.2,2189.0,8.1,10.45,Resting
Laura Horton,13874,80.2,2083.8,4.2,1.23,Resting
Kyle King,9093,57.8,2586.4,9.2,1.6,Running
Jeffery Mcclain,10061,71.9,2143.0,6.5,4.11,Running
Alexa Barron,4801,57.5,936.8,9.9,5.88,Walking
Jacqueline Nunez,12492,72.7,2779.7,5.6,14.93,Walking
Daisy Green,3207,96.9,2213.9,7.4,1.49,Running
Kimberly Clark,4273,81.5,2377.9,9.6,2.53,Resting
Cory Howell,6203,70.6,2166.0,7.3,9.41,Running
Rebecca Nixon,5037,73.6,1883.0,7.5,3.97,Cycling
Julie Strong,1793,80.0,1745.4,4.9,2.69,Cycling
Miss Sarah Rogers,9196,61.8,2324.1,6.9,8.26,Walking
Lacey Lawrence,5526,58.4,2664.7,5.7,7.44,Running
Cassandra Gardner,11534,91.2,2654.0,4.3,1.66,Cycling
Cameron Lin,3605,69.9,2531.0,6.5,8.46,Walking
Heather Nolan,16591,93.9,2631.4,9.9,6.34,Running
Troy Brown,6198,69.0,2054.7,9.9,3.01,Running
Kenneth Friedman,3419,71.4,2130.2,5.8,10.05,Resting
Stephanie Green,2692,73.4,2424.5,7.9,13.57,Cycling
Jason Lewis,14355,72.5,1442.7,6.3,14.39,Walking
David Gonzalez,13597,74.7,2211.7,8.1,2.41,Walking
Julie Taylor,3812,81.9,2111.9,8.3,8.65,Cycling
Mark Willis,14001,71.3,1912.9,4.6,10.31,Resting
Pamela Brown,4812,69.4,2133.2,9.3,7.29,Resting
Matthew Smith,8702,66.2,2365.0,6.0,6.88,Running
Linda Martin,19355,64.9,2021.1,8.6,13.21,Cycling
Wanda Foley,7995,67.6,2415.2,8.7,10.15,Running
Lori Harrison,2980,91.5,2684.4,5.3,1.39,Cycling
Tiffany Ortiz,9833,76.1,2378.0,8.0,6.84,Cycling
Felicia Evans,13232,65.1,1618.3,6.4,14.7,Running
Stephanie Lee,18276,72.2,1952.0,5.5,13.65,Running
Curtis Carlson DVM,19347,72.8,1463.2,5.6,1.83,Cycling
Kristen Stuart,6139,88.8,2728.0,5.0,5.51,Resting
Richard Wu,19187,75.0,1790.0,7.5,8.88,Cycling
Ashley Harper,3458,73.9,2001.8,6.3,4.28,Running
Renee Greene,19735,85.4,1682.1,8.5,13.99,Resting
Robert Morales,19515,74.9,1746.0,5.2,4.05,Walking
Adam Meyer,5031,88.8,1810.3,6.5,14.78,Walking
Willie Campbell,4799,75.2,2354.3,5.1,7.48,Cycling
Mark Graham,17635,68.3,2366.9,9.1,9.77,Running
Wanda Parker,16480,81.2,2578.9,9.8,5.7,Walking
Gary Summers,14079,65.5,1695.3,9.7,12.12,Resting
James Martin,9847,62.7,2649.2,4.8,4.32,Walking
Patrick Morton,18710,94.2,2625.7,5.3,11.76,Resting
Scott Kline,16889,67.3,1821.3,9.5,5.36,Cycling
Allison Smith MD,3309,72.7,2177.5,9.4,2.21,Walking
Joan Duncan,1626,80.3,2391.2,5.7,12.29,Walking
Daniel Daugherty,10239,85.5,1943.4,6.3,7.91,Walking
Joshua Allen,8217,79.1,1891.1,9.4,14.88,Running
Danny Robinson,12327,90.5,2297.7,9.7,3.59,Cycling
Alyssa Beasley,8235,81.7,1496.3,7.5,7.26,Resting
Lauren Collins,9379,84.3,1492.0,4.1,3.33,Running
Amy Flynn,16338,82.6,2030.4,8.3,4.34,Running
Andrew Johns,6026,70.1,2673.8,7.0,11.48,Running
Gary Townsend,9690,68.1,2430.3,5.3,13.82,Cycling
Emily Bennett,18571,70.7,2183.8,5.0,12.8,Cycling
Tina Hill,3874,77.0,1862.2,4.4,1.55,Walking
Rachel Meyer,16817,63.0,1713.9,4.5,8.92,Walking
Jessica Brown,14482,78.7,2383.9,7.4,4.68,Running
Mark Navarro,6497,76.1,1649.5,7.1,5.55,Cycling
Gregory Henry,7019,83.9,1624.3,6.0,3.21,Resting
Valerie Stephens,18868,87.2,1972.5,7.3,8.06,Cycling
Lindsey Cisneros,15310,82.7,2303.8,6.1,4.23,Resting
Ashley Thompson,10047,60.9,1856.0,4.3,11.09,Walking
Julie Brown,11801,81.1,2469.6,8.8,3.9,Cycling
Cynthia Morrison,1905,82.7,2980.5,9.8,8.48,Running
Brandon Poole,2167,67.4,3045.7,6.7,2.51,Running
Dustin Berry,13397,72.6,2229.6,4.9,14.3,Running
Lynn Morse,16938,76.4,1560.0,8.1,9.99,Running
Chelsea Lopez,16926,65.5,2850.0,6.4,8.52,Cycling
Evelyn Reyes,1565,79.3,1719.2,7.4,5.45,Walking
Marcus Ellis,2133,98.5,3206.8,8.6,8.91,Cycling
Kara Lopez,10266,73.2,1640.5,6.6,2.08,Walking
Jesus Dougherty,15685,74.7,1769.0,6.7,7.54,Resting
Brittney Rodriguez,11567,68.8,2353.9,7.6,7.88,Running
Andrea Fisher,16480,68.0,2149.3,8.2,14.22,Running
Sarah Mathis,9732,83.8,2627.6,9.9,4.11,Walking
Teresa Barrett,9185,69.8,2163.1,7.1,7.79,Walking
Andrea Hampton,11240,73.8,2504.0,4.7,7.57,Cycling
Daniel Hood,10405,82.7,1335.6,6.0,1.51,Walking
Carlos Jackson,9832,66.6,2028.1,4.9,3.69,Walking
Sara Mcbride,16359,75.8,1808.8,7.2,9.95,Cycling
Logan Santiago,4531,86.4,2352.7,4.0,14.8,Walking
Andrea Dodson,1174,71.4,2705.8,6.5,9.52,Walking
Rebecca Merritt,2521,74.3,1430.8,4.2,8.77,Walking
Margaret Clark,10686,62.9,3021.4,6.3,9.16,Cycling
James Zimmerman,8238,83.1,2119.5,6.4,10.01,Resting
Kristin Wright,15393,78.0,1811.6,4.7,3.36,Resting
Tonya Taylor,11407,65.0,2420.2,4.1,4.4,Resting
Barbara Odonnell,7597,64.3,2363.2,4.1,14.33,Cycling
Logan Mendez,19646,61.3,2151.3,4.9,3.99,Cycling
Alice Long DDS,17564,54.9,1776.6,4.3,1.83,Cycling
Joshua Ray,11739,77.8,2337.2,5.8,8.69,Running
Kelly Adams,2320,87.4,1964.5,8.1,13.9,Resting
Larry Nguyen,12479,88.8,2351.7,6.4,10.23,Running
Amber Lopez,12859,86.6,2367.6,8.5,1.67,Running
Natalie Kent,2223,85.5,1856.1,6.2,7.5,Running
Laura Nelson,13876,80.0,1911.9,8.6,12.68,Cycling
Melissa Williams,4492,68.7,2504.6,6.5,14.35,Walking
Brittany Simpson,19351,87.0,2373.5,6.3,14.86,Resting
Angela Mora,4061,77.1,1996.6,5.0,11.11,Walking
Shannon Williamson,3054,77.3,1820.6,4.9,9.48,Resting
Kristine Benton,14531,72.5,2234.2,9.4,6.51,Resting
Dana Reynolds,16971,72.2,2702.7,8.3,5.89,Cycling
Frederick Perez,2227,84.0,2527.8,7.0,1.51,Walking
Mary Flores,12035,61.6,2398.8,4.5,5.93,Resting
Caitlyn Miller,14090,85.0,2961.1,9.2,14.24,Resting
Patricia Roy,17374,90.1,1875.6,10.0,8.94,Walking
Theresa Hodges,11292,74.5,1984.8,6.0,11.17,Resting
Marc Anderson,1543,64.9,2924.5,9.9,8.08,Walking
Larry Williams,6079,63.8,2227.3,5.3,3.34,Running
Gary James,9922,89.4,2843.2,9.6,10.16,Cycling
Nathan Sherman,15250,76.9,2146.3,5.8,2.38,Running
Sara Nguyen,19252,69.0,1732.3,5.7,9.07,Walking
Steven Williamson,1481,73.4,2454.2,6.7,4.48,Walking
Sydney Jordan,10734,72.8,1395.1,7.2,9.09,Walking
Susan Baker,4040,86.8,2429.5,4.8,9.2,Resting
Amber Parks,1539,64.7,1973.6,6.1,1.01,Resting
Ann Curry,5672,79.0,2368.4,6.3,1.42,Walking
Jody Miller,18248,88.2,2525.4,6.2,14.33,Cycling
Tanner Garcia,7258,72.5,2284.1,8.9,13.31,Resting
Tracey Rice,7326,73.1,1697.3,5.9,14.45,Running
Crystal Tate,11231,68.9,2440.1,8.9,9.74,Resting
Eric Griffin,17937,62.0,2201.7,5.1,3.42,Cycling
Jason Perez,17410,79.0,2008.0,6.2,5.4,Running
Joseph Vance,1428,74.3,3062.0,6.1,11.36,Resting
Elizabeth Mccarthy,12385,61.3,2283.1,8.8,12.37,Cycling
Christopher Thompson,7513,90.9,2030.3,6.8,3.37,Cycling
Robert Cross,8572,78.2,1912.6,5.6,13.74,Walking
David Mason,12688,77.7,2567.6,7.1,9.12,Resting
Kimberly Morris,12806,85.4,2631.9,5.0,8.59,Resting
Robert Francis,14676,88.9,1609.3,8.4,14.51,Cycling
William Baker,18092,78.9,2535.8,9.8,10.99,Running
Kimberly Daniels,19317,74.0,1885.9,8.9,12.9,Cycling
Amanda Duncan,13637,62.2,2087.7,9.0,2.39,Resting
Isaiah Lee,10385,67.9,1997.5,4.8,11.83,Resting
David Gray,17353,66.5,1373.1,6.4,13.38,Cycling
Lauren Young,16315,77.6,2511.8,8.4,4.33,Running
Jessica Novak,18171,66.0,1641.5,6.0,8.11,Cycling
Bryan Townsend,12870,69.8,1939.5,6.1,8.12,Resting
Cheryl Johnson,11733,82.5,3286.0,8.9,2.4,Resting
Jeremy Andrews,16907,70.9,1584.0,5.5,6.38,Cycling
Paul Ellison,3711,79.4,1979.7,6.5,12.53,Running
Gerald Lopez,10458,91.9,2120.8,9.5,11.23,Running
Cameron Lynn,11117,85.1,1849.4,7.6,8.17,Resting
Jesse Sanders,3131,75.7,2239.2,6.5,8.86,Resting
Alexis King,4032,64.9,2143.7,9.8,8.12,Resting
Felicia Haley,15683,63.6,1403.0,8.9,8.15,Walking
Stacey Campbell,14128,81.5,2045.1,7.9,10.53,Resting
Devin Berry,4923,84.5,2611.1,8.4,14.53,Cycling
Michael Brown,2251,85.0,2664.1,4.4,10.14,Running
Michael Warner,13538,78.8,2624.4,4.6,9.71,Running
Amber Byrd,13509,53.2,1584.2,7.6,4.36,Walking
Susan Lopez,19142,77.8,1965.4,7.1,13.56,Cycling
Angela White,13741,82.4,2164.7,4.7,1.65,Cycling
Sheila Cobb,8825,60.1,1881.9,8.3,14.46,Running
Michael Garcia,3997,79.9,2642.6,8.1,2.04,Walking
Mark Edwards,8317,95.4,2438.6,7.8,14.29,Running
Derek Gutierrez,6255,67.9,2218.4,4.1,5.36,Walking
Kevin Williams,15805,56.1,2157.8,7.9,7.43,Cycling
Lisa Marsh,2602,88.9,1811.2,5.2,2.77,Cycling
Terry Hendricks,13155,74.1,2202.7,9.1,9.97,Cycling
Jeanne Trevino,12822,73.7,2397.0,7.5,2.17,Running
Harry Wilkins,1959,89.3,3192.6,8.8,12.88,Resting
Andrea Hinton,2184,88.9,2257.6,9.7,7.15,Resting
Antonio Evans,2462,58.8,2337.5,5.9,8.9,Resting
Joseph Austin,14450,71.3,2340.5,8.2,12.45,Walking
Victoria Brown,14751,69.6,2619.8,7.2,12.42,Walking
Christina Vasquez,10396,72.9,2295.5,6.1,9.48,Running
Victoria Duncan,2605,82.9,1648.4,8.1,3.6,Running
Joseph Mcintyre,11166,74.6,2553.6,6.1,12.04,Running
Tina Brown,1776,71.0,2565.7,9.7,2.44,Walking
Matthew Woods,18269,85.4,2114.2,6.0,9.32,Running
Leonard Nguyen MD,11084,84.4,2254.6,7.8,8.42,Walking
Veronica Gray,17679,72.1,1992.7,4.8,9.5,Cycling
Brooke Nichols,9740,85.7,2371.4,4.4,2.48,Resting
Juan Torres,5708,81.5,2704.2,6.6,14.94,Running
Paula Wallace,11160,53.9,2821.9,8.0,6.91,Resting
Leah Livingston,8238,61.9,1883.7,6.2,5.67,Cycling
Kyle Lawrence,1960,76.4,2125.8,4.9,11.0,Running
Marvin Rodriguez,5100,80.4,2209.4,6.8,10.37,Running
Melissa Garcia,9781,52.6,2449.3,7.8,6.18,Walking
Leslie Young,15027,76.6,2546.9,8.7,14.79,Resting
Randall Mclaughlin,10925,88.0,1937.5,6.6,8.12,Resting
Dana Davis,15970,60.7,1982.5,8.1,5.36,Running
Rhonda White,16642,82.0,1513.7,9.7,12.25,Cycling
Andrea Cooper,12822,81.3,2044.6,5.6,5.45,Running
Michelle Carter,13953,72.9,2012.2,8.4,13.73,Resting
Samuel Good,1415,53.7,2663.8,6.2,9.37,Resting
Robin Perez,9358,65.0,2887.9,9.8,8.49,Running
Margaret Davidson,2180,70.0,2239.0,8.3,6.71,Cycling
Justin Coffey DVM,10289,78.1,2306.5,5.1,14.18,Cycling
John Blake,18795,80.2,2271.1,4.9,13.95,Cycling
Michelle Soto,11952,78.0,2439.4,4.8,13.0,Cycling
Larry Monroe,10012,70.3,2651.1,8.9,8.38,Cycling
Roger White,18570,78.3,1218.7,7.1,13.51,Cycling
Valerie Stevenson,15959,79.9,2558.4,5.8,8.47,Cycling
Michelle Ellis,10158,73.0,1607.9,6.2,11.34,Running
Christopher Mendoza,11540,87.2,1653.2,7.8,8.88,Resting
Elizabeth Flores,16877,60.2,3367.0,9.3,11.68,Running
Chase Dominguez,17080,98.0,1979.4,9.9,9.52,Walking
Jacqueline Hart,4911,76.6,2052.6,9.0,1.61,Running
Edwin Mason,1663,91.3,2653.2,7.9,5.87,Running
Amber Anderson,6296,67.8,1730.6,9.5,3.0,Resting
Cynthia Bishop,4845,80.3,2162.9,9.3,14.48,Running
Nancy Elliott,13570,74.3,2399.9,7.4,10.88,Resting
Teresa Jacobs,17556,73.9,1963.1,7.7,7.92,Cycling
Miranda Harris,18855,70.7,2601.2,8.1,6.08,Resting
Jonathan Blevins,10050,77.1,2644.8,8.6,9.51,Walking
Samantha King,3961,86.1,1934.2,4.6,1.65,Cycling
Veronica Estrada,3000,78.1,2504.1,9.8,6.84,Running
Anthony Ortiz,8885,79.9,2303.6,4.7,3.22,Running
Daniel George,3655,67.2,1815.1,6.4,2.96,Cycling
Kevin Watkins,5146,59.8,2508.8,4.1,14.37,Running
Ryan Montgomery,13404,83.9,1900.1,5.7,1.27,Resting
James Williams,1458,73.9,1920.3,4.4,6.96,Walking
Scott Wilcox,17901,89.7,1703.7,8.7,1.26,Cycling
Shannon Thompson,13246,71.7,1561.2,8.4,7.65,Running
Allen Daniel,14411,70.1,2120.8,9.4,3.58,Resting
Anthony Briggs,17768,64.1,2368.9,5.3,6.25,Resting
Derrick Saunders,19432,81.5,2112.2,4.2,6.52,Walking
Matthew Delgado,18303,79.7,2297.5,6.2,1.88,Running
Kara Hahn,13439,78.1,1986.6,7.4,8.77,Cycling
Mary Ramirez,4523,78.9,2782.8,7.6,2.84,Resting
Lisa Young,5780,64.6,2428.4,4.7,4.65,Running
Travis Gonzalez,8863,83.0,2240.0,7.3,11.77,Running
Richard Barr,7029,69.6,3342.7,6.4,11.76,Walking
Christopher Sullivan,5153,65.6,2247.1,7.9,6.26,Resting
Ashley Stanton,16951,83.4,1769.4,9.5,2.49,Cycling
Anita Holland,12861,81.5,2687.1,6.9,1.02,Resting
Jamie Torres,16356,72.1,2354.0,5.9,8.14,Resting
Sandra Reyes,19653,94.8,1629.4,9.2,10.81,Cycling
Nicole Reyes,19492,81.8,2170.1,8.5,11.45,Resting
James Walker,14713,52.2,2755.3,7.7,13.44,Running
Darryl Wilkerson,2475,86.8,2418.3,7.0,9.67,Running
Elizabeth Anderson,13218,82.0,2035.7,8.2,1.06,Running
Benjamin Gay,7662,79.9,2784.4,9.1,11.32,Cycling
Cynthia Rodriguez,13086,74.7,2176.8,6.1,13.24,Walking
Dr. Tim Pierce DVM,7594,69.9,1884.0,7.0,8.67,Cycling
Ashley Hartman,9792,75.8,1843.1,5.4,8.14,Running
Katrina Jennings,16330,79.2,2362.7,8.0,3.7,Resting
Matthew Harris,1304,78.5,2645.1,5.4,4.16,Walking
Debra Gaines,18926,77.3,2407.1,6.4,13.14,Running
Kristy Ferguson,13843,58.8,1660.1,4.5,10.32,Running
Scott Matthews,8548,56.9,2490.4,4.7,3.49,Running
Kimberly Paul,8109,69.3,2347.6,9.2,8.69,Cycling
Meghan Wise,4135,66.8,1640.8,7.6,8.47,Resting
Nathan Wallace,17593,69.5,1899.7,5.5,14.94,Running
Corey Fisher,14323,66.9,1959.6,8.8,14.91,Resting
Erica Foley,4275,70.2,1475.8,4.9,12.38,Running
Andrew Campos,18320,80.2,2880.8,4.1,14.56,Walking
Miss Karen Gentry DDS,12842,91.2,1696.1,8.9,13.54,Running
Kyle Ward,18419,52.5,2789.4,4.4,7.03,Resting
Kimberly Livingston,11271,80.7,2169.8,9.3,10.5,Running
James Stein,13733,67.2,2060.0,6.2,12.04,Walking
Michele Rivera,11733,72.2,2121.1,6.8,13.11,Resting
Gabriel Griffin,8505,69.2,2788.5,7.6,9.34,Resting
Denise Love,2261,68.1,1588.9,5.5,3.0,Cycling
Lindsay Prince,13686,85.2,1460.8,4.9,6.84,Running
Aaron Mason,19637,77.1,2336.7,7.7,9.96,Walking
Jeremy Keller,15178,65.0,1921.9,5.0,2.28,Cycling
Kristen Conley,1943,65.6,2422.8,5.7,13.53,Resting
Jacqueline Morales,2717,67.4,2473.2,6.6,11.61,Walking
Christopher Brown,9206,75.8,2416.3,8.4,7.44,Running
Hannah Russell DDS,13885,92.5,2132.9,8.9,9.08,Running
Daniel Snyder,6759,80.4,2136.6,5.2,10.95,Cycling
Maria Kennedy,9251,70.6,1605.8,4.5,13.87,Cycling
Kristopher Swanson,2728,73.4,1624.6,4.9,10.01,Running
Robert Obrien,10549,89.3,2072.7,8.7,5.39,Running
Matthew Holt,4089,73.3,1885.4,9.8,4.09,Running
Jeffrey Fleming,3643,65.7,2497.5,6.3,4.27,Cycling
Teresa King,10159,76.2,2999.6,4.6,10.38,Walking
David Sutton,6823,76.6,2780.4,6.5,2.88,Running
Marcus Hicks,9783,71.8,2044.4,9.7,6.73,Running
Cynthia Alexander,18975,64.0,2564.1,4.6,8.16,Cycling
Brittany Snyder MD,16823,69.4,1840.1,5.6,5.36,Walking
Cheryl Brown DVM,15009,85.0,2153.1,7.1,6.41,Resting
Lisa Dunn,1453,79.4,1203.9,5.1,12.18,Cycling
Mark Baxter,18345,83.4,2302.5,8.1,12.05,Cycling
Adam Archer,14059,72.4,2122.4,9.0,4.17,Running
Aaron Bryan,18934,62.3,3067.3,7.6,4.09,Running
Emily Baker,19935,76.3,1645.1,7.0,7.0,Walking
Rebecca May,8657,78.4,2482.8,6.7,12.28,Resting
Robert Bowman,3180,92.5,2434.3,8.3,4.34,Resting
Christopher Smith,15885,84.4,2354.9,5.1,10.95,Walking
Carol Flores,11011,58.7,2343.7,5.3,8.41,Cycling
Wesley Bishop,4311,75.3,1466.0,9.9,12.39,Resting
Karen Jones,10762,59.7,1862.6,9.7,9.58,Running
Levi Andrews,5660,94.7,2501.1,5.0,14.16,Resting
Marcus Jones,5492,76.5,3336.5,10.0,1.26,Cycling
Sara Keith MD,10795,69.9,2561.5,5.0,4.17,Cycling
Rita Nguyen,3027,95.5,2693.0,6.5,2.25,Running
James Warren,10069,82.0,1491.5,9.0,12.3,Resting
Christine Dyer,16569,75.6,1870.9,5.2,9.37,Cycling
Valerie Powell,8885,88.1,1616.8,8.0,9.76,Walking
Grace Lynch,12045,67.1,1353.3,8.7,4.28,Walking
Dana Thomas,4899,89.5,2098.8,6.1,2.79,Cycling
Thomas Howard,17043,68.0,2126.7,5.4,11.27,Running
David Compton,5697,73.0,2052.9,8.7,13.29,Walking
Jacob Martin,5433,69.6,1987.1,9.2,6.87,Walking
Kimberly Thomas,2666,82.9,2140.2,7.8,6.72,Resting
Jillian Taylor,7904,81.9,2056.6,6.9,14.13,Cycling
Brittany Black,3119,72.5,2062.8,5.6,2.25,Cycling
Mark Smith,5978,53.7,2746.0,9.7,1.4,Running
Robert Willis,9834,89.5,2217.4,4.9,11.65,Running
Glen Rodriguez,8758,81.9,2041.6,7.4,1.16,Walking
Eugene Stevens,17016,84.7,1917.2,7.5,1.85,Resting
Cindy Rodriguez,3118,69.6,1404.4,4.9,10.59,Cycling
Anna Ward,17325,77.2,1830.8,5.2,1.27,Running
Emily Sanders,10321,78.9,2087.7,7.0,7.22,Walking
Troy Davis,8237,74.1,2473.4,7.2,7.41,Walking
Patrick Ramirez,1650,74.6,2642.5,6.4,6.79,Walking
Mark Davis,8766,80.8,1761.1,4.7,4.94,Walking
Donald Kent,8143,72.4,2883.0,7.6,8.12,Cycling
Margaret Ford,16120,72.8,2370.4,5.6,4.12,Resting
Travis Martinez,15654,68.3,1803.8,6.9,1.67,Resting
Jack Martin,3276,59.1,2235.8,6.1,2.89,Running
Sue Blair,9356,57.2,2184.6,9.2,3.73,Resting
Charles Fisher,15401,74.7,2125.2,10.0,10.14,Cycling
Dr. Shannon Castillo,3138,80.1,1892.9,8.8,14.2,Walking
Nicole Johnson,5149,66.2,2178.0,8.3,4.83,Running
Russell Thompson,2724,68.5,2764.9,8.7,12.52,Running
Alexander Mclaughlin,14048,87.9,3115.3,9.5,6.35,Walking
Jacob Merritt,17529,68.8,2950.4,6.4,6.09,Walking
Mike Nguyen,5004,65.7,2611.9,4.1,14.15,Resting
Lindsay Walker MD,18697,70.7,2513.2,6.9,6.61,Cycling
Melissa Espinoza,13258,79.0,2386.7,5.6,3.12,Cycling
Penny Jones,19745,79.4,2284.8,8.6,5.43,Cycling
Michael Blackburn,4402,67.1,1952.1,6.4,11.07,Resting
Gerald Valenzuela,18427,63.4,2805.8,7.5,5.68,Walking
Scott Esparza,11948,72.1,1788.1,9.8,13.75,Walking
Erin Owens,8149,75.7,2124.7,9.6,11.15,Resting
Tanya Howard,13577,91.3,1935.1,5.4,12.78,Resting
Tara Gonzalez,15953,87.1,2195.4,5.6,4.07,Running
Micheal Wells,9665,78.2,2127.7,9.1,9.86,Cycling
Donna Ray,14596,80.3,1441.1,7.2,5.73,Resting
Mitchell Ponce,16664,68.6,2111.3,7.3,11.88,Walking
Matthew Vasquez,16303,65.3,1555.0,7.3,3.37,Running
Christopher Smith,2744,73.8,2486.2,9.6,1.42,Resting
Lisa Lawrence,13321,74.0,2595.0,7.0,12.43,Cycling
William Miller,6326,83.9,2311.6,8.8,6.97,Walking
Christopher Brown,9548,64.8,1768.0,4.8,14.66,Cycling
James Davis,18666,81.5,2611.6,7.4,10.28,Cycling
Kristin Foster,9435,75.3,2125.8,5.0,5.82,Cycling
Theresa Davenport,19181,71.5,2206.6,9.8,13.03,Running
Christina Best,14415,85.3,1976.3,8.0,12.86,Running
Miss Karina Stafford,10082,70.4,1790.7,4.9,10.44,Resting
